spot_id,TRAVEL_ID,rating
spot_75,d_d001601,4
spot_224,d_d000692,5
spot_225,d_d007742,4
spot_228,d_d005113,5
spot_229,d_d001424,4
spot_190,d_d004166,5
spot_115,d_d006232,4
spot_93,d_d004833,4
spot_129,d_d004522,5
spot_117,d_d012399,5
spot_16,d_d001209,4
spot_34,d_d012341,5
spot_239,d_d000258,5
spot_240,d_d009002,5
spot_241,d_d005241,5
spot_242,d_d004874,5
spot_75,d_d001934,5
spot_224,d_d005571,5
spot_245,d_d009381,5
spot_247,d_d003576,4
spot_248,d_d010617,5
spot_249,d_d009521,5
spot_250,d_d004838,5
spot_251,d_d011430,5
spot_156,d_d006916,5
spot_255,d_d002359,5
spot_158,d_d005424,4
spot_262,d_d009196,5
spot_8,d_d001881,5
spot_85,d_d010419,4
spot_265,d_d005450,5
spot_266,d_d011338,5
spot_267,d_d004349,5
spot_268,d_d001389,4
spot_270,d_d010109,5
spot_272,d_d001399,4
spot_19,d_d009106,4
spot_31,d_d009241,4
spot_273,d_d001471,5
spot_274,d_d007761,5
spot_75,d_d004789,4
spot_82,d_d000221,5
spot_277,d_d002195,5
spot_278,d_d009166,4
spot_206,d_d001147,5
spot_286,d_d003169,5
spot_288,d_d003108,5
spot_292,d_d001272,4
spot_119,d_d010686,5
spot_89,d_d007057,5
spot_16,d_d004661,4
spot_295,d_d000795,5
spot_286,d_d003563,5
spot_272,d_d002187,4
spot_296,d_d000249,5
spot_297,d_d000150,4
spot_155,d_d001394,5
spot_302,d_d005620,4
spot_62,d_d000173,5
spot_42,d_d001011,5
spot_307,d_d007968,5
spot_69,d_d000583,5
spot_211,d_d006063,5
spot_119,d_d002856,5
spot_119,d_d000463,4
spot_311,d_d003096,5
spot_57,d_d001275,5
spot_91,d_d000956,4
spot_39,d_d004730,5
spot_31,d_d007809,5
spot_315,d_d004269,5
spot_318,d_d012367,5
spot_206,d_d000484,5
spot_69,d_d001083,5
spot_21,d_d001624,5
spot_322,d_d009265,5
spot_166,d_d010521,4
spot_16,d_d000435,4
spot_29,d_d004211,5
spot_89,d_d006657,4
spot_16,d_d007761,4
spot_93,d_d004738,4
spot_326,d_d007782,4
spot_328,d_d009829,5
spot_209,d_d000128,4
spot_329,d_d000996,5
spot_330,d_d000012,5
spot_188,d_d007799,5
spot_139,d_d006122,4
spot_333,d_d001340,4
spot_62,d_d007660,4
spot_335,d_d007523,4
spot_336,d_d009302,5
spot_206,d_d007019,5
spot_75,d_d001350,4
spot_3,d_d008117,4
spot_339,d_d005922,4
spot_213,d_d001340,4
spot_342,d_d000878,4
spot_343,d_d001514,5
spot_9,d_d000161,4
spot_16,d_d010207,5
spot_115,d_d000074,4
spot_16,d_d003762,5
spot_350,d_d000534,5
spot_352,d_d002223,5
spot_330,d_d008066,5
spot_22,d_d003977,5
spot_16,d_d001832,5
spot_120,d_d000743,5
spot_213,d_d002869,4
spot_355,d_d004703,5
spot_356,d_d005992,5
spot_357,d_d010315,4
spot_358,d_d000364,5
spot_19,d_d010592,5
spot_255,d_d001713,4
spot_120,d_d001304,5
spot_119,d_d002473,5
spot_203,d_d005117,5
spot_361,d_d003735,5
spot_365,d_d001846,4
spot_366,d_d002917,5
spot_3,d_d001448,5
spot_209,d_d010177,4
spot_373,d_d001579,5
spot_126,d_d007445,5
spot_330,d_d002105,4
spot_119,d_d001367,5
spot_9,d_d002342,4
spot_295,d_d002275,4
spot_350,d_d001586,5
spot_374,d_d003131,4
spot_31,d_d010447,5
spot_31,d_d004391,5
spot_377,d_d000323,5
spot_132,d_d001678,5
spot_259,d_d003356,5
spot_378,d_d008980,4
spot_162,d_d003736,4
spot_295,d_d002264,5
spot_82,d_d002450,5
spot_380,d_d001370,4
spot_381,d_d001418,4
spot_383,d_d000182,4
spot_272,d_d001904,4
spot_384,d_d000451,4
spot_385,d_d000895,5
spot_16,d_d000041,5
spot_90,d_d007486,5
spot_380,d_d001396,5
spot_388,d_d000849,5
spot_16,d_d000483,5
spot_390,d_d008242,4
spot_115,d_d004914,4
spot_391,d_d000181,5
spot_395,d_d004588,5
spot_22,d_d000496,5
spot_265,d_d010178,5
spot_365,d_d001861,5
spot_337,d_d006148,5
spot_397,d_d005892,4
spot_62,d_d010272,5
spot_115,d_d000258,5
spot_402,d_d003545,5
spot_404,d_d005158,5
spot_209,d_d006731,5
spot_141,d_d002428,5
spot_407,d_d001883,5
spot_62,d_d004222,5
spot_206,d_d006740,5
spot_155,d_d004236,5
spot_3,d_d001987,5
spot_115,d_d001220,5
spot_166,d_d003456,5
spot_411,d_d001662,4
spot_273,d_d000291,4
spot_200,d_d002304,4
spot_416,d_d002802,5
spot_417,d_d000153,5
spot_16,d_d000718,4
spot_89,d_d000150,5
spot_420,d_d002361,4
spot_131,d_d011086,5
spot_421,d_d004425,4
spot_82,d_d001078,5
spot_422,d_d007728,4
spot_57,d_d002824,5
spot_149,d_d002259,5
spot_115,d_d011469,5
spot_423,d_d005811,5
spot_424,d_d001135,4
spot_429,d_d005935,4
spot_286,d_d004888,5
spot_110,d_d012341,4
spot_82,d_d004780,5
spot_430,d_d007600,5
spot_203,d_d005997,5
spot_434,d_d002917,5
spot_147,d_d010056,4
spot_10,d_d000534,5
spot_209,d_d010215,4
spot_8,d_d006977,5
spot_326,d_d000326,5
spot_81,d_d009568,4
spot_303,d_d009548,4
spot_438,d_d006659,4
spot_147,d_d008119,5
spot_286,d_d009475,5
spot_16,d_d000441,4
spot_442,d_d000870,5
spot_9,d_d010113,4
spot_168,d_d002852,5
spot_21,d_d001987,5
spot_444,d_d004285,5
spot_40,d_d004883,5
spot_446,d_d000657,4
spot_245,d_d002052,4
spot_447,d_d010760,5
spot_82,d_d002850,4
spot_382,d_d004633,5
spot_42,d_d000388,4
spot_453,d_d004168,5
spot_380,d_d001558,4
spot_455,d_d000209,5
spot_119,d_d006357,5
spot_458,d_d001561,5
spot_42,d_d002103,4
spot_272,d_d004040,4
spot_3,d_d001209,4
spot_213,d_d003928,4
spot_129,d_d005979,5
spot_62,d_d000007,5
spot_141,d_d004122,5
spot_9,d_d001396,5
spot_462,d_d007486,5
spot_40,d_d012383,4
spot_463,d_d000105,4
spot_16,d_d003043,5
spot_209,d_d010419,4
spot_464,d_d004488,5
spot_465,d_d000685,4
spot_233,d_d009107,4
spot_360,d_d000145,5
spot_213,d_d003645,5
spot_81,d_d001275,4
spot_40,d_d008050,5
spot_119,d_d001841,5
spot_93,d_d010531,5
spot_158,d_d002423,4
spot_397,d_d004738,4
spot_209,d_d001647,5
spot_21,d_d001378,4
spot_472,d_d002732,5
spot_115,d_d010736,5
spot_473,d_d004455,5
spot_206,d_d000499,5
spot_209,d_d002342,4
spot_39,d_d009381,5
spot_82,d_d003044,5
spot_40,d_d007179,5
spot_255,d_d010207,5
spot_265,d_d000402,5
spot_16,d_d003131,5
spot_233,d_d010758,4
spot_19,d_d002588,5
spot_480,d_d002816,5
spot_482,d_d005548,4
spot_54,d_d000328,5
spot_166,d_d002541,4
spot_484,d_d012347,5
spot_128,d_d009956,5
spot_97,d_d007182,5
spot_485,d_d003448,4
spot_360,d_d001949,5
spot_430,d_d007518,4
spot_40,d_d001493,5
spot_303,d_d000185,4
spot_40,d_d001275,4
spot_360,d_d002221,4
spot_82,d_d003531,4
spot_90,d_d009007,5
spot_492,d_d000216,5
spot_296,d_d001440,4
spot_497,d_d000105,4
spot_480,d_d011757,5
spot_3,d_d011481,4
spot_500,d_d000274,5
spot_501,d_d002485,5
spot_503,d_d001453,4
spot_504,d_d001832,5
spot_156,d_d005930,5
spot_505,d_d009380,5
spot_506,d_d003239,5
spot_480,d_d002768,5
spot_251,d_d002198,4
spot_255,d_d002933,5
spot_108,d_d000538,5
spot_119,d_d007396,5
spot_19,d_d002192,5
spot_57,d_d000479,4
spot_24,d_d005998,4
spot_509,d_d008960,5
spot_418,d_d004404,4
spot_233,d_d004071,5
spot_10,d_d002613,5
spot_209,d_d003543,5
spot_94,d_d001376,5
spot_296,d_d000178,5
spot_10,d_d000213,4
spot_462,d_d002283,4
spot_176,d_d005761,5
spot_510,d_d008100,4
spot_129,d_d009193,4
spot_42,d_d006783,4
spot_200,d_d009829,5
spot_233,d_d003194,4
spot_512,d_d006946,5
spot_82,d_d002541,5
spot_211,d_d000770,5
spot_119,d_d001403,4
spot_115,d_d007629,4
spot_366,d_d007452,4
spot_515,d_d002709,4
spot_216,d_d000248,4
spot_75,d_d003709,5
spot_57,d_d009886,5
spot_86,d_d003461,5
spot_251,d_d007907,5
spot_430,d_d005329,5
spot_82,d_d009263,5
spot_517,d_d002439,5
spot_242,d_d004550,4
spot_34,d_d005128,5
spot_518,d_d000870,5
spot_520,d_d009464,4
spot_521,d_d004296,5
spot_39,d_d002972,5
spot_522,d_d009295,4
spot_525,d_d002494,4
spot_526,d_d010185,4
spot_97,d_d001144,5
spot_360,d_d005005,5
spot_82,d_d009638,5
spot_40,d_d001883,4
spot_3,d_d001934,5
spot_94,d_d010685,4
spot_531,d_d008208,5
spot_93,d_d011481,5
spot_90,d_d000190,5
spot_532,d_d000334,5
spot_533,d_d004449,5
spot_75,d_d002465,5
spot_534,d_d003527,5
spot_535,d_d010183,4
spot_115,d_d000104,4
spot_126,d_d002040,5
spot_536,d_d004964,5
spot_209,d_d004384,5
spot_155,d_d002061,4
spot_537,d_d001730,5
spot_315,d_d004407,4
spot_303,d_d000898,5
spot_540,d_d006277,4
spot_39,d_d009470,4
spot_265,d_d001883,4
spot_278,d_d000565,5
spot_543,d_d004633,4
spot_544,d_d000248,4
spot_185,d_d010253,4
spot_547,d_d001041,5
spot_548,d_d005085,5
spot_206,d_d002356,4
spot_97,d_d002412,4
spot_550,d_d003547,5
spot_360,d_d001909,5
spot_370,d_d002954,5
spot_166,d_d007128,4
spot_555,d_d006869,4
spot_556,d_d000182,5
spot_115,d_d002283,4
spot_40,d_d004580,5
spot_211,d_d000283,5
spot_558,d_d012316,5
spot_559,d_d003286,5
spot_360,d_d002744,4
spot_561,d_d002130,4
spot_562,d_d009319,4
spot_12,d_d000368,4
spot_40,d_d007963,5
spot_564,d_d000122,5
spot_209,d_d000892,4
spot_393,d_d006232,5
spot_139,d_d006185,4
spot_16,d_d007632,5
spot_379,d_d002819,5
spot_569,d_d000846,4
spot_380,d_d000249,5
spot_31,d_d009543,4
spot_265,d_d006098,5
spot_82,d_d006307,4
spot_166,a_a003218,5
spot_168,d_d000985,4
spot_572,d_d002987,4
spot_69,d_d001455,5
spot_54,d_d001918,5
spot_360,d_d006300,4
spot_81,d_d002416,4
spot_82,d_d000203,5
spot_162,d_d002061,4
spot_574,d_d004972,4
spot_575,d_d007968,5
spot_101,d_d001558,5
spot_166,d_d002447,4
spot_576,d_d000955,4
spot_3,d_d006322,5
spot_578,d_d001903,5
spot_119,d_d000419,4
spot_579,d_d012342,4
spot_580,d_d001601,4
spot_581,d_d002494,4
spot_120,d_d002503,4
spot_373,d_d000043,5
spot_582,d_d012260,4
spot_583,d_d004550,5
spot_202,d_d000746,4
spot_119,d_d005188,5
spot_39,d_d010341,5
spot_584,d_d001683,4
spot_585,d_d000012,5
spot_119,d_d010056,5
spot_81,d_d002861,4
spot_211,d_d000676,5
spot_168,d_d000044,5
spot_209,d_d004268,5
spot_587,d_d002185,5
spot_588,d_d004526,4
spot_119,d_d003771,5
spot_356,d_d011890,4
spot_366,d_d002138,4
spot_591,d_d007825,4
spot_247,d_d001370,4
spot_16,d_d002328,5
spot_593,d_d000248,5
spot_595,d_d009389,5
spot_418,d_d009331,5
spot_209,d_d001160,5
spot_94,d_d003286,5
spot_360,d_d000770,5
spot_89,d_d008247,5
spot_603,d_d000451,4
spot_16,d_d001811,5
spot_606,d_d010671,5
spot_607,d_d000743,4
spot_608,d_d007636,5
spot_609,d_d006672,4
spot_39,d_d004056,5
spot_24,d_d007630,5
spot_11,d_d000846,4
spot_75,d_d000308,4
spot_610,d_d001242,5
spot_147,d_d010842,4
spot_407,d_d001418,5
spot_366,d_d000411,5
spot_82,d_d004849,5
spot_397,d_d003196,5
spot_296,d_d007425,5
spot_345,d_d010057,5
spot_615,d_d007452,5
spot_480,d_d005963,5
spot_211,d_d001908,5
spot_166,d_d002611,4
spot_620,d_d000468,5
spot_42,d_d006214,5
spot_379,d_d012400,5
spot_623,d_d001403,5
spot_19,d_d001046,5
spot_39,d_d001625,4
spot_380,d_d000524,5
spot_624,d_d000712,5
spot_40,d_d003166,4
spot_302,d_d000116,4
spot_85,d_d002239,4
spot_209,d_d002771,5
spot_628,d_d006166,5
spot_629,d_d009956,4
spot_82,d_d006693,4
spot_8,d_d008255,5
spot_632,d_d007947,5
spot_330,d_d003306,5
spot_75,d_d004031,5
spot_20,d_d006711,4
spot_635,d_d002402,5
spot_337,d_d004627,4
spot_637,d_d010184,5
spot_397,d_d010576,5
spot_639,d_d001582,5
spot_357,d_d001411,4
spot_640,d_d010075,5
spot_155,d_d006711,5
spot_641,d_d000498,5
spot_642,d_d003152,5
spot_643,d_d006312,5
spot_155,d_d006185,4
spot_250,d_d002134,4
spot_86,d_d001484,4
spot_646,d_d002138,5
spot_141,d_d001816,5
spot_277,d_d003925,5
spot_119,d_d010103,5
spot_240,d_d004431,5
spot_649,d_d000776,5
spot_653,d_d003395,4
spot_166,d_d006267,5
spot_654,d_d001288,4
spot_288,d_d002588,5
spot_656,d_d005333,5
spot_657,d_d001765,4
spot_89,d_d009158,5
spot_658,d_d001994,4
spot_77,d_d003047,5
spot_42,d_d000039,5
spot_161,d_d010853,5
spot_128,d_d003099,5
spot_82,d_d000172,5
spot_664,d_d012297,5
spot_75,d_d007871,5
spot_114,d_d006659,4
spot_360,d_d001147,5
spot_8,d_d000091,5
spot_82,d_d005567,5
spot_8,d_d000054,4
spot_155,d_d012377,5
spot_668,d_d002976,4
spot_669,d_d007987,5
spot_29,d_d006946,5
spot_16,d_d000323,5
spot_21,d_d001396,5
spot_590,d_d005089,4
spot_537,d_d000770,5
spot_300,d_d000841,5
spot_463,d_d003100,4
spot_115,d_d005129,4
spot_673,d_d010760,5
spot_3,d_d000630,5
spot_115,d_d010842,5
spot_149,d_d004464,4
spot_674,d_d003798,5
spot_213,d_d001485,4
spot_174,d_d000187,5
spot_676,d_d001287,5
spot_379,d_d002115,5
spot_39,d_d010315,5
spot_380,d_d000709,5
spot_682,d_d001994,4
spot_131,d_d000475,5
spot_684,d_d010389,4
spot_75,d_d002985,4
spot_685,d_d002363,4
spot_82,d_d004872,5
spot_110,d_d005882,5
spot_69,d_d004626,5
spot_39,d_d008066,5
spot_40,d_d002529,4
spot_158,d_d009075,5
spot_687,d_d000249,5
spot_688,d_d003286,4
spot_156,d_d011349,4
spot_19,d_d000480,5
spot_689,d_d009099,5
spot_418,d_d012349,5
spot_131,d_d004321,5
spot_445,d_d007504,5
spot_690,d_d006688,5
spot_691,d_d002187,4
spot_57,d_d005156,4
spot_79,d_d001676,5
spot_86,d_d000487,4
spot_563,d_d007518,5
spot_19,d_d003715,4
spot_148,d_d003839,5
spot_209,d_d009145,4
spot_694,d_d009653,5
spot_119,d_d005129,5
spot_206,d_d011423,5
spot_379,d_d010257,4
spot_200,d_d006300,4
spot_697,d_d010671,5
spot_593,d_d003454,5
spot_698,d_d004115,5
spot_699,d_d003731,5
spot_700,d_d000846,4
spot_206,d_d005347,5
spot_9,d_d002785,5
spot_16,d_d001160,5
spot_250,d_d001580,5
spot_115,d_d009126,4
spot_82,d_d009042,5
spot_82,d_d001589,5
spot_21,d_d002953,4
spot_404,d_d000790,5
spot_350,d_d002613,5
spot_40,d_d003239,5
spot_69,d_d012261,5
spot_531,d_d002586,5
spot_205,d_d006711,5
spot_643,d_d001580,5
spot_713,d_d000002,5
spot_572,d_d002987,4
spot_673,d_d004738,5
spot_485,d_d005392,5
spot_69,d_d002412,5
spot_714,d_d002399,5
spot_717,d_d001625,4
spot_360,d_d007124,4
spot_94,d_d002085,5
spot_512,d_d001832,5
spot_206,d_d002944,5
spot_141,d_d001805,5
spot_722,d_d000022,5
spot_159,d_d006129,5
spot_132,d_d000589,5
spot_206,d_d009199,4
spot_81,d_d005896,5
spot_156,d_d000293,5
spot_7,d_d007988,5
spot_19,d_d010363,4
spot_82,d_d005582,5
spot_39,d_d003474,4
spot_329,d_d000143,5
spot_243,d_d007523,4
spot_485,d_d001083,5
spot_445,d_d001135,5
spot_159,d_d010245,5
spot_115,d_d000755,5
spot_40,d_d001786,5
spot_385,d_d000411,5
spot_166,d_d010183,4
spot_463,d_d003049,4
spot_119,d_d001470,5
spot_93,d_d001839,4
spot_94,d_d001588,4
spot_261,d_d002087,5
spot_209,d_d000819,5
spot_740,d_d003785,4
spot_82,d_d003258,4
spot_232,d_d007774,4
spot_61,d_d012261,5
spot_741,d_d003785,5
spot_156,d_d002465,4
spot_16,d_d001558,5
spot_377,d_d001949,5
spot_82,d_d003442,5
spot_743,d_d010997,4
spot_744,d_d001655,5
spot_286,d_d006123,5
spot_637,d_d003180,5
spot_166,d_d003281,4
spot_329,d_d000090,4
spot_93,d_d001904,4
spot_197,d_d001485,4
spot_380,d_d009051,4
spot_115,d_d009457,5
spot_119,d_d001373,5
spot_503,d_d002773,5
spot_305,d_d002789,4
spot_112,d_d009080,5
spot_360,d_d009120,4
spot_54,d_d004624,4
spot_40,d_d002811,5
spot_62,d_d000801,5
spot_750,d_d001877,5
spot_360,d_d005291,5
spot_752,d_d003932,5
spot_753,d_d000607,4
spot_754,d_d002317,5
spot_130,d_d000105,4
spot_755,d_d010671,5
spot_757,d_d004502,4
spot_758,d_d004284,5
spot_760,d_d003329,4
spot_752,d_d002706,4
spot_593,d_d012248,5
spot_762,d_d009091,5
spot_763,d_d000668,4
spot_286,d_d003099,5
spot_765,d_d001192,5
spot_397,d_d006321,4
spot_22,d_d003233,4
spot_307,d_d000072,4
spot_656,d_d000902,5
spot_119,d_d007863,4
spot_119,d_d011354,4
spot_697,d_d002360,5
spot_286,d_d003564,5
spot_379,d_d003709,4
spot_771,d_d004021,4
spot_445,d_d003925,5
spot_772,d_d002978,5
spot_82,d_d009818,4
spot_347,d_d002485,5
spot_610,d_d005567,5
spot_115,d_d003731,5
spot_69,d_d008963,5
spot_777,d_d001395,4
spot_82,d_d009833,5
spot_295,d_d001360,4
spot_155,d_d004040,4
spot_82,d_d005955,4
spot_206,d_d001730,5
spot_69,d_d001416,4
spot_39,d_d000182,5
spot_166,d_d000768,4
spot_24,d_d005085,5
spot_783,d_d000565,5
spot_785,d_d009199,4
spot_480,d_d001994,4
spot_787,d_d002130,4
spot_788,d_d008042,5
spot_286,d_d007128,4
spot_525,d_d002384,4
spot_333,d_d005200,4
spot_166,d_d006122,5
spot_119,d_d000049,5
spot_110,d_d002010,5
spot_789,d_d001440,4
spot_790,d_d004735,4
spot_119,d_d004915,5
spot_591,d_d003534,4
spot_132,d_d004726,5
spot_55,d_d007060,4
spot_124,d_d004284,4
spot_712,d_d002298,5
spot_202,d_d000010,4
spot_800,d_d000757,5
spot_57,d_d000046,4
spot_315,d_d001876,4
spot_803,d_d003913,5
spot_75,d_d012489,4
spot_804,d_d001944,5
spot_16,d_d007484,5
spot_296,d_d005226,5
spot_16,d_d001547,4
spot_55,d_d003735,5
spot_805,d_d005637,4
spot_806,d_d008100,4
spot_807,d_d001785,4
spot_808,d_d002802,4
spot_62,d_d001315,5
spot_128,d_d001066,5
spot_110,d_d002227,4
spot_373,d_d001360,4
spot_209,d_d006746,5
spot_288,d_d002247,5
spot_21,d_d009921,4
spot_811,d_d004299,4
spot_110,d_d011338,4
spot_288,d_d001495,5
spot_446,d_d011457,5
spot_94,d_d007662,4
spot_75,d_d000878,4
spot_816,d_d001464,4
spot_817,d_d001193,5
spot_389,d_d010685,4
spot_205,d_d001903,4
spot_203,d_d007481,4
spot_360,d_d001918,5
spot_232,d_d007963,4
spot_744,d_d002447,4
spot_710,d_d001779,5
spot_820,d_d010075,5
spot_821,d_d005782,5
spot_79,d_d003091,5
spot_503,d_d001339,4
spot_119,d_d000288,4
spot_82,d_d001281,4
spot_111,d_d001389,4
spot_623,d_d000884,5
spot_825,d_d010639,5
spot_166,d_d009398,5
spot_699,d_d009833,5
spot_211,d_d001467,5
spot_82,d_d007825,4
spot_326,d_d000247,4
spot_826,d_d001937,4
spot_657,d_d008247,5
spot_21,d_d000630,5
spot_289,d_d001666,5
spot_264,d_d003234,5
spot_8,d_d006666,4
spot_288,d_d005931,5
spot_132,d_d006166,4
spot_295,d_d001934,5
spot_295,d_d003084,5
spot_166,d_d001570,4
spot_39,d_d000797,5
spot_829,d_d002283,5
spot_31,d_d001544,4
spot_209,d_d000946,5
spot_62,d_d002793,5
spot_40,d_d003098,5
spot_57,d_d001628,5
spot_40,d_d012275,4
spot_8,d_d002227,5
spot_373,d_d004464,5
spot_373,d_d001648,5
spot_162,d_d000274,5
spot_149,d_d006979,5
spot_119,d_d010123,5
spot_39,d_d009647,5
spot_147,d_d001893,4
spot_213,d_d001606,5
spot_835,d_d000284,4
spot_837,d_d006215,5
spot_94,d_d010310,5
spot_54,d_d002089,5
spot_8,d_d010207,5
spot_840,d_d004256,5
spot_842,d_d012235,5
spot_296,d_d004838,5
spot_397,d_d000795,4
spot_19,d_d009637,5
spot_57,d_d001455,4
spot_21,d_d001415,5
spot_278,d_d006734,5
spot_8,a_a000317,4
spot_168,d_d002817,5
spot_286,d_d002198,4
spot_589,d_d004989,5
spot_501,d_d004219,4
spot_370,d_d003629,5
spot_300,d_d007486,5
spot_852,d_d007445,5
spot_149,d_d000309,5
spot_713,d_d004040,5
spot_854,d_d003157,5
spot_115,d_d009089,5
spot_119,d_d002035,4
spot_16,d_d001013,4
spot_205,d_d001993,4
spot_281,d_d001521,5
spot_251,d_d005113,5
spot_857,d_d010177,4
spot_250,d_d002716,5
spot_858,d_d006652,4
spot_859,d_d012470,4
spot_380,d_d005426,4
spot_860,d_d002359,5
spot_132,d_d002481,4
spot_744,d_d001666,5
spot_119,d_d009123,5
spot_82,d_d000324,4
spot_21,d_d002087,5
spot_213,d_d000160,4
spot_286,d_d012393,5
spot_862,d_d001586,5
spot_22,d_d001666,5
spot_865,d_d002757,5
spot_867,d_d008058,5
spot_868,d_d007390,5
spot_39,d_d001901,5
spot_752,d_d002969,4
spot_720,d_d003442,4
spot_200,d_d002089,4
spot_202,d_d001765,4
spot_54,d_d000757,5
spot_16,d_d004464,5
spot_418,d_d006910,5
spot_119,d_d001949,5
spot_360,d_d009123,5
spot_265,d_d006810,5
spot_464,d_d001735,5
spot_870,d_d005954,5
spot_223,d_d004213,5
spot_752,d_d001592,5
spot_871,d_d006654,5
spot_475,d_d011291,4
spot_93,d_d000912,4
spot_92,d_d000515,5
spot_132,d_d007486,5
spot_91,d_d002187,4
spot_874,d_d001260,5
spot_598,d_d003297,4
spot_149,d_d000180,4
spot_209,d_d000752,4
spot_286,d_d010660,5
spot_877,d_d000543,5
spot_699,d_d003910,4
spot_402,d_d007567,5
spot_879,d_d006060,4
spot_880,d_d001678,5
spot_296,d_d000334,4
spot_820,d_d003194,5
spot_149,d_d000152,5
spot_883,d_d002965,4
spot_104,d_d000515,5
spot_66,d_d000209,4
spot_886,d_d011264,4
spot_89,d_d002485,5
spot_887,d_d009048,5
spot_54,d_d007835,4
spot_889,d_d000126,4
spot_200,d_d002785,5
spot_892,d_d002424,4
spot_893,d_d001758,5
spot_16,d_d002192,5
spot_224,d_d003370,4
spot_894,d_d000797,5
spot_57,d_d002575,5
spot_895,d_d002163,5
spot_166,d_d000898,4
spot_211,d_d001339,5
spot_896,d_d004247,5
spot_40,d_d002933,5
spot_75,d_d005426,4
spot_712,d_d004316,4
spot_218,d_d006262,5
spot_9,d_d009051,5
