user,item,label
d_d001376,spot_67,5.0
d_d000178,spot_174,5.0
d_d000213,spot_8,4.0
d_d002283,spot_259,4.0
d_d009193,spot_89,4.0
d_d006783,spot_33,4.0
d_d009829,spot_125,5.0
d_d003194,spot_142,4.0
d_d006946,spot_286,5.0
d_d002541,spot_58,5.0
d_d000770,spot_131,5.0
d_d001403,spot_82,4.0
d_d007629,spot_78,4.0
d_d007452,spot_212,4.0
d_d002709,spot_287,4.0
d_d000248,spot_134,4.0
d_d000213,spot_24,2.0
d_d003709,spot_54,5.0
d_d009886,spot_44,5.0
d_d002341,spot_18,3.0
d_d007907,spot_151,5.0
d_d005329,spot_245,5.0
d_d009263,spot_58,5.0
d_d002439,spot_288,5.0
d_d004550,spot_145,4.0
d_d005128,spot_27,5.0
d_d009464,spot_290,4.0
d_d004296,spot_291,5.0
d_d002972,spot_30,5.0
d_d009295,spot_292,4.0
d_d002494,spot_293,4.0
d_d010185,spot_294,4.0
d_d001144,spot_69,5.0
d_d009638,spot_58,5.0
d_d001883,spot_31,4.0
d_d001934,spot_2,5.0
d_d010685,spot_67,4.0
d_d008208,spot_155,5.0
d_d011481,spot_66,5.0
d_d000334,spot_296,5.0
d_d002465,spot_54,5.0
d_d009631,spot_124,3.0
d_d003527,spot_298,5.0
d_d000104,spot_78,4.0
d_d002040,spot_86,5.0
d_d004964,spot_300,5.0
d_d004384,spot_130,5.0
d_d002061,spot_102,4.0
d_d001730,spot_301,5.0
d_d003239,spot_7,3.0
d_d000898,spot_180,5.0
d_d006277,spot_302,4.0
d_d009470,spot_30,4.0
d_d010419,spot_125,3.0
d_d000565,spot_163,5.0
d_d004633,spot_304,4.0
d_d010253,spot_117,4.0
d_d005085,spot_306,5.0
d_d002356,spot_129,4.0
d_d002412,spot_69,4.0
d_d003649,spot_19,3.0
d_d003547,spot_307,5.0
d_d002954,spot_213,5.0
d_d007128,spot_16,4.0
d_d006869,spot_308,4.0
d_d002283,spot_78,4.0
d_d004580,spot_31,5.0
d_d000283,spot_131,5.0
d_d012316,spot_309,5.0
d_d002130,spot_311,4.0
d_d009319,spot_312,4.0
d_d000368,spot_10,4.0
d_d007963,spot_31,5.0
d_d000122,spot_314,5.0
d_d004845,spot_315,3.0
d_d000892,spot_130,4.0
d_d006232,spot_226,5.0
d_d006185,spot_94,4.0
d_d007632,spot_13,5.0
d_d000249,spot_218,5.0
d_d009543,spot_25,4.0
d_d006307,spot_58,4.0
a_a003218,spot_16,5.0
d_d000985,spot_110,4.0
d_d002987,spot_288,4.0
d_d001455,spot_51,5.0
d_d001918,spot_41,5.0
d_d002416,spot_57,4.0
d_d000203,spot_58,5.0
d_d002061,spot_107,4.0
d_d007968,spot_317,5.0
d_d001558,spot_71,5.0
d_d002447,spot_16,4.0
d_d000955,spot_318,4.0
d_d006322,spot_2,5.0
d_d009677,spot_82,3.0
d_d000419,spot_82,4.0
d_d012342,spot_320,4.0
d_d001288,spot_49,3.0
d_d001601,spot_321,4.0
d_d002503,spot_83,4.0
d_d002317,spot_92,3.0
d_d000043,spot_136,5.0
d_d004550,spot_322,5.0
d_d000746,spot_126,4.0
d_d005188,spot_82,5.0
d_d010341,spot_30,5.0
d_d001683,spot_323,4.0
d_d000012,spot_324,5.0
d_d010056,spot_82,5.0
d_d002450,spot_6,3.0
d_d002861,spot_57,4.0
d_d000676,spot_131,5.0
d_d000044,spot_110,5.0
d_d009016,spot_82,3.0
d_d004268,spot_130,5.0
d_d003771,spot_82,5.0
d_d010103,spot_325,3.0
d_d011890,spot_205,4.0
d_d002138,spot_212,4.0
d_d007825,spot_327,4.0
d_d001370,spot_148,4.0
d_d002328,spot_13,5.0
d_d000248,spot_328,5.0
d_d000564,spot_164,3.0
d_d009331,spot_239,5.0
d_d001160,spot_130,5.0
d_d003286,spot_67,5.0
d_d008247,spot_62,5.0
d_d002160,spot_333,2.0
d_d000343,spot_67,3.0
d_d001811,spot_13,5.0
d_d000415,spot_82,3.0
d_d000743,spot_335,4.0
d_d007636,spot_336,5.0
d_d006672,spot_11,4.0
d_d004056,spot_30,5.0
d_d000846,spot_9,4.0
d_d000308,spot_54,4.0
d_d010383,spot_337,3.0
d_d010842,spot_99,4.0
d_d001418,spot_233,5.0
d_d001458,spot_228,3.0
d_d000411,spot_212,5.0
d_d004849,spot_58,5.0
d_d007019,spot_338,3.0
d_d003196,spot_228,5.0
d_d007425,spot_174,5.0
d_d010057,spot_199,5.0
d_d005963,spot_40,5.0
d_d002821,spot_340,3.0
d_d001908,spot_131,5.0
d_d002611,spot_16,4.0
d_d006214,spot_33,5.0
d_d001046,spot_16,5.0
d_d001625,spot_30,4.0
d_d000524,spot_218,5.0
d_d000712,spot_343,5.0
d_d003166,spot_31,4.0
d_d000116,spot_179,4.0
d_d002239,spot_60,4.0
d_d002807,spot_82,3.0
d_d002771,spot_130,5.0
d_d006166,spot_345,5.0
d_d006693,spot_58,4.0
d_d009267,spot_176,3.0
d_d008255,spot_6,5.0
d_d007947,spot_346,5.0
d_d001416,spot_12,3.0
d_d001542,spot_347,3.0
d_d009480,spot_16,3.0
d_d004031,spot_54,5.0
d_d011349,spot_228,3.0
d_d001665,spot_82,3.0
d_d002402,spot_348,5.0
d_d004627,spot_192,4.0
d_d010576,spot_228,5.0
d_d001411,spot_206,4.0
d_d010075,spot_351,5.0
d_d006711,spot_102,5.0
d_d003152,spot_353,5.0
d_d006185,spot_102,4.0
d_d000216,spot_355,3.0
d_d002138,spot_356,5.0
d_d010103,spot_82,5.0
d_d004431,spot_143,5.0
d_d000776,spot_357,5.0
d_d006267,spot_16,5.0
d_d001288,spot_360,4.0
d_d002588,spot_169,5.0
d_d005333,spot_362,5.0
d_d001360,spot_82,3.0
d_d009158,spot_62,5.0
d_d001994,spot_364,4.0
d_d001593,spot_365,1.0
d_d000039,spot_33,5.0
d_d001411,spot_78,3.0
d_d003099,spot_88,5.0
d_d000172,spot_58,5.0
d_d012297,spot_366,5.0
d_d007871,spot_54,5.0
d_d000091,spot_6,5.0
d_d005567,spot_58,5.0
d_d000054,spot_6,4.0
d_d012377,spot_102,5.0
d_d002976,spot_369,4.0
d_d007987,spot_370,5.0
d_d001038,spot_13,3.0
d_d006946,spot_23,5.0
d_d000323,spot_13,5.0
d_d001396,spot_18,5.0
d_d005089,spot_326,4.0
d_d000770,spot_301,5.0
d_d000841,spot_177,5.0
d_d006135,spot_8,3.0
d_d003100,spot_260,4.0
d_d005129,spot_78,4.0
d_d010760,spot_371,5.0
d_d000630,spot_2,5.0
d_d010842,spot_78,5.0
d_d004464,spot_101,4.0
d_d004710,spot_109,3.0
d_d001485,spot_132,4.0
d_d000187,spot_112,5.0
d_d010315,spot_30,5.0
d_d000709,spot_218,5.0
d_d000475,spot_91,5.0
d_d010389,spot_372,4.0
d_d002985,spot_54,4.0
d_d002363,spot_373,4.0
d_d004872,spot_58,5.0
d_d005882,spot_75,5.0
d_d004626,spot_51,5.0
d_d008066,spot_30,5.0
d_d002529,spot_31,4.0
d_d009075,spot_104,5.0
d_d003286,spot_375,4.0
d_d011349,spot_103,4.0
d_d000480,spot_16,5.0
d_d012349,spot_239,5.0
d_d004321,spot_91,5.0
d_d007504,spot_252,5.0
d_d006688,spot_377,5.0
d_d005156,spot_44,4.0
d_d007518,spot_313,5.0
d_d003715,spot_16,4.0
d_d003223,spot_192,3.0
d_d003839,spot_100,5.0
d_d009145,spot_130,4.0
d_d009653,spot_378,5.0
d_d006028,spot_211,3.0
d_d002165,spot_109,2.0
d_d005129,spot_82,5.0
d_d011423,spot_129,5.0
d_d006300,spot_125,4.0
d_d010671,spot_379,5.0
d_d003454,spot_328,5.0
d_d004115,spot_380,5.0
d_d005347,spot_129,5.0
d_d002785,spot_7,5.0
d_d001160,spot_13,5.0
d_d004186,spot_382,3.0
d_d009126,spot_78,4.0
d_d009042,spot_58,5.0
d_d001589,spot_58,5.0
d_d002953,spot_18,4.0
d_d000790,spot_231,5.0
d_d002613,spot_201,5.0
d_d003239,spot_31,5.0
d_d010304,spot_385,3.0
d_d012261,spot_51,5.0
d_d002586,spot_155,5.0
d_d006711,spot_128,5.0
d_d006028,spot_386,2.0
d_d001599,spot_102,3.0
d_d000002,spot_387,5.0
d_d002987,spot_288,4.0
d_d004738,spot_371,5.0
d_d005392,spot_270,5.0
d_d002412,spot_51,5.0
d_d001625,spot_389,4.0
d_d002085,spot_67,5.0
d_d003422,spot_390,3.0
d_d001832,spot_286,5.0
d_d002944,spot_129,5.0
d_d004703,spot_107,3.0
d_d000022,spot_391,5.0
d_d006129,spot_105,5.0
d_d000589,spot_92,5.0
d_d009199,spot_129,4.0
d_d005896,spot_57,5.0
d_d009199,spot_101,3.0
d_d000293,spot_103,5.0
d_d007988,spot_5,5.0
d_d010363,spot_16,4.0
d_d005582,spot_58,5.0
d_d003474,spot_30,4.0
d_d007523,spot_146,4.0
d_d001083,spot_270,5.0
d_d001135,spot_252,5.0
d_d009149,spot_394,3.0
d_d010245,spot_105,5.0
d_d000755,spot_78,5.0
d_d001786,spot_31,5.0
d_d002165,spot_94,4.0
d_d010204,spot_395,3.0
d_d000411,spot_222,5.0
d_d001006,spot_130,3.0
d_d004100,spot_103,3.0
d_d003917,spot_58,3.0
d_d010183,spot_16,4.0
d_d003049,spot_260,4.0
d_d001470,spot_82,5.0
d_d005632,spot_107,1.0
d_d001839,spot_66,4.0
d_d004122,spot_276,3.0
d_d001588,spot_67,4.0
d_d002087,spot_155,5.0
d_d000819,spot_130,5.0
d_d005405,spot_30,3.0
d_d010328,spot_16,3.0
d_d003258,spot_58,4.0
d_d007774,spot_141,4.0
d_d012261,spot_46,5.0
d_d003785,spot_397,5.0
d_d002465,spot_103,4.0
d_d001558,spot_13,5.0
d_d000407,spot_179,3.0
d_d001949,spot_216,5.0
d_d003442,spot_58,5.0
d_d010997,spot_398,4.0
d_d001655,spot_399,5.0
d_d006123,spot_168,5.0
d_d003281,spot_16,4.0
d_d001904,spot_66,4.0
d_d001485,spot_124,4.0
d_d009051,spot_218,4.0
d_d009457,spot_78,5.0
d_d001373,spot_82,5.0
d_d002773,spot_282,5.0
d_d002789,spot_182,4.0
d_d004624,spot_41,4.0
d_d002811,spot_31,5.0
d_d000801,spot_47,5.0
d_d001877,spot_151,5.0
d_d003932,spot_400,5.0
d_d000607,spot_401,4.0
d_d002317,spot_82,5.0
d_d000105,spot_90,4.0
d_d010671,spot_402,5.0
d_d004284,spot_404,5.0
d_d005340,spot_10,3.0
d_d004783,spot_31,3.0
d_d002706,spot_400,4.0
d_d006688,spot_377,1.0
d_d012248,spot_328,5.0
d_d009091,spot_407,5.0
d_d000668,spot_408,4.0
d_d000228,spot_225,1.0
d_d003099,spot_168,5.0
d_d001192,spot_409,5.0
d_d006321,spot_228,4.0
a_a011544,spot_54,3.0
d_d003233,spot_19,4.0
d_d000072,spot_184,4.0
d_d000902,spot_362,5.0
d_d007863,spot_82,4.0
d_d001655,spot_82,3.0
d_d011354,spot_82,4.0
d_d002360,spot_379,5.0
d_d003564,spot_168,5.0
d_d004021,spot_411,4.0
d_d003925,spot_252,5.0
d_d002978,spot_412,5.0
d_d009818,spot_58,4.0
d_d002485,spot_200,5.0
d_d003731,spot_78,5.0
d_d008963,spot_51,5.0
b_b001937,spot_315,5.0
d_d001395,spot_413,4.0
d_d000699,spot_6,3.0
d_d009833,spot_58,5.0
d_d001360,spot_173,4.0
d_d004040,spot_102,4.0
d_d005955,spot_58,4.0
d_d001730,spot_129,5.0
d_d001416,spot_51,4.0
d_d000182,spot_30,5.0
d_d000768,spot_16,4.0
d_d001994,spot_40,4.0
d_d008042,spot_416,5.0
d_d007128,spot_168,4.0
d_d002384,spot_293,4.0
d_d003622,spot_8,3.0
d_d005200,spot_189,4.0
d_d006122,spot_16,5.0
d_d004321,spot_390,3.0
d_d000049,spot_82,5.0
d_d002010,spot_75,5.0
d_d001440,spot_417,4.0
d_d002785,spot_40,2.0
d_d004735,spot_418,4.0
d_d004915,spot_82,5.0
d_d003534,spot_327,4.0
d_d004726,spot_92,5.0
d_d007060,spot_42,4.0
d_d004284,spot_84,4.0
d_d002298,spot_386,5.0
d_d000010,spot_126,4.0
d_d000757,spot_421,5.0
d_d000046,spot_44,4.0
d_d003913,spot_423,5.0
d_d012489,spot_54,4.0
d_d001944,spot_424,5.0
d_d007484,spot_13,5.0
d_d005226,spot_174,5.0
d_d001547,spot_13,4.0
d_d001416,spot_41,3.0
d_d003735,spot_42,5.0
d_d008100,spot_426,4.0
d_d002802,spot_427,4.0
d_d001315,spot_47,5.0
d_d001066,spot_88,5.0
d_d002227,spot_75,4.0
d_d001360,spot_136,4.0
d_d006746,spot_130,5.0
d_d002247,spot_169,5.0
d_d009921,spot_18,4.0
d_d001730,spot_428,3.0
d_d004299,spot_430,4.0
d_d011338,spot_75,4.0
d_d001495,spot_169,5.0
d_d011457,spot_253,5.0
d_d007662,spot_67,4.0
d_d000878,spot_54,4.0
d_d001464,spot_431,4.0
d_d001193,spot_432,5.0
d_d004100,spot_44,3.0
d_d010685,spot_223,4.0
d_d001903,spot_128,4.0
d_d007481,spot_127,4.0
d_d002397,spot_314,3.0
d_d007963,spot_141,4.0
d_d000515,spot_16,2.0
d_d002447,spot_399,4.0
d_d001779,spot_385,5.0
d_d010075,spot_433,5.0
d_d010250,spot_107,3.0
d_d005782,spot_225,5.0
d_d000564,spot_7,2.0
d_d001339,spot_282,4.0
d_d000288,spot_82,4.0
d_d001281,spot_58,4.0
d_d001389,spot_76,4.0
d_d009398,spot_16,5.0
d_d005204,spot_31,3.0
d_d001467,spot_131,5.0
d_d007825,spot_58,4.0
d_d001937,spot_435,4.0
d_d010098,spot_44,3.0
d_d000630,spot_18,5.0
d_d001666,spot_170,5.0
d_d003234,spot_156,5.0
d_d006666,spot_6,4.0
d_d005931,spot_169,5.0
d_d006166,spot_92,4.0
d_d001934,spot_173,5.0
d_d003084,spot_173,5.0
d_d001570,spot_16,4.0
d_d009241,spot_83,3.0
d_d000797,spot_30,5.0
d_d002283,spot_436,5.0
d_d001648,spot_135,3.0
d_d001544,spot_25,4.0
d_d000946,spot_130,5.0
d_d001918,spot_437,3.0
d_d002793,spot_47,5.0
d_d003098,spot_31,5.0
d_d001628,spot_44,5.0
d_d012275,spot_31,4.0
d_d002227,spot_6,5.0
d_d004464,spot_136,5.0
d_d001648,spot_136,5.0
d_d000274,spot_107,5.0
d_d006979,spot_101,5.0
d_d010123,spot_82,5.0
d_d009647,spot_30,5.0
d_d001893,spot_99,4.0
d_d001606,spot_132,5.0
